Year,cd,Total_Agriculture_forestry_fishing_hunting_mining,Total_Construction,Total_Manufacturing,Total_Wholesale_trade,Total_Retail_trade,Total_Transportation_warehousing_utilities,Total_Information,Total_Finance_insurance_realestate_rental_leasing,Total_Professional_scientific_management_administrative_waste_management_services,Total_Educationalservices_healthcare_socialassistance,Total_Arts_entertainment_recreation_accommodation_foodservices,Total_Otherservices_except_Public_administration,Total_Public_administration,Male,Male_Agriculture_forestry_fishing_hunting_mining,Male_Construction,Male_Manufacturing,Male_Wholesale_trade,Male_Retail_trade,Male_Transportation_warehousing_utilities,Male_Information,Male_Finance_insurance_realestate_rental_leasing,Male_Professional_scientific_management_administrative_waste_management_services,Male_Educationalservices_healthcare_socialassistance,Male_Arts_entertainment_recreation_accommodation_foodservices,Male_Otherservices_except_Public_administration,Male_Public_administration,Female,Female_Agriculture_forestry_fishing_hunting_mining,Female_Construction,Female_Manufacturing,Female_Wholesale_trade,Female_Retail_trade,Female_Transportation_warehousing_utilities,Female_Information,Female_Finance_insurance_realestate_rental_leasing,Female_Professional_scientific_management_administrative_waste_management_services,Female_Educationalservices_healthcare_socialassistance,Female_Arts_entertainment_recreation_accommodation_foodservices,Female_Otherservices_except_Public_administration,Female_Public_administration
2020,6_AL,3304,24762,42838,13077,31363,23096,8076,33805,37310,81590,18149,16066,18373,196929,2867,22723,32647,10024,18075,17402,4791,13927,22734,22198,9284,9962,10295,154880,437,2039,10191,3053,13288,5694,3285,19878,14576,59392,8865,6104,8078
2020,7_AL,2942,9306,25583,2775,12589,7378,1690,7098,8457,35702,7095,4923,6940,71416,2653,8501,18767,2134,6854,5678,1129,2451,5355,8557,3532,2513,3292,61062,289,805,6816,641,5735,1700,561,4647,3102,27145,3563,2410,3648
2020,2_AL,4997,15059,40173,7917,25734,18438,2852,13205,21347,56283,14807,10753,26660,139136,4498,13896,27984,5854,14020,14293,1468,4488,12544,12667,7087,6308,14029,119089,499,1163,12189,2063,11714,4145,1384,8717,8803,43616,7720,4445,12631
2020,4_AL,4411,18408,52578,6841,23829,14642,3268,9462,14613,46414,9196,9649,11709,131540,3954,16538,39240,5331,12785,11690,2287,3717,9062,9879,3641,6573,6843,93480,457,1870,13338,1510,11044,2952,981,5745,5551,36535,5555,3076,4866
2020,5_AL,2038,13435,34284,4155,17852,8791,3942,8126,34471,36713,9073,6243,19539,115896,1859,12019,24065,2743,10131,6822,2264,3397,23166,9404,4449,3650,11927,82766,179,1416,10219,1412,7721,1969,1678,4729,11305,27309,4624,2593,7612
2020,1_AL,3370,17515,28812,6151,22416,13111,2983,14101,21717,45947,13434,9445,11651,116906,2624,15138,23408,4576,11763,10764,2094,6104,12905,9604,6419,4894,6613,93747,746,2377,5404,1575,10653,2347,889,7997,8812,36343,7015,4551,5038
2020,7_TN,2779,24335,39154,8056,30162,18148,6799,20913,34962,69137,19865,12433,19355,169857,2362,22378,27749,6029,16648,13796,4228,8811,19687,19045,10791,7323,11010,136241,417,1957,11405,2027,13514,4352,2571,12102,15275,50092,9074,5110,8345
2020,5_TN,1667,28560,43691,11543,35693,21070,9385,32593,48130,86326,24318,15430,17443,214236,1451,26224,32143,8266,20867,16252,5178,15195,29100,27741,13869,8455,9495,161613,216,2336,11548,3277,14826,4818,4207,17398,19030,58585,10449,6975,7948
2020,4_TN,4375,16059,47676,5878,19690,13921,3141,12630,16504,40458,11155,7835,10755,120393,3597,14429,33331,3760,10433,11363,1914,4861,10033,9199,5881,5481,6111,89684,778,1630,14345,2118,9257,2558,1227,7769,6471,31259,5274,2354,4644
2020,6_TN,2290,10545,21831,4911,15955,10197,2185,8561,13638,29979,9363,6765,7380,80414,2070,9666,15766,3724,8577,7649,1371,3568,7705,7439,5028,3682,4169,63186,220,879,6065,1187,7378,2548,814,4993,5933,22540,4335,3083,3211
2020,3_TN,2534,23121,57079,7373,29856,22385,4195,24217,30441,65638,17873,14130,14257,178722,2020,21061,41620,5485,16985,17669,2927,9484,18160,16962,9212,8122,9015,134377,514,2060,15459,1888,12871,4716,1268,14733,12281,48676,8661,6008,5242
2020,1_TN,2726,17645,47410,5955,27798,14213,4068,14579,19187,58343,20934,9365,10463,141762,2451,16354,35293,4533,15055,11357,2756,5676,11672,14448,10295,5693,6179,110924,275,1291,12117,1422,12743,2856,1312,8903,7515,43895,10639,3672,4284
2020,2_TN,1518,13956,22639,5582,19787,10085,4445,13268,22337,43257,11381,6199,7402,102177,1268,12725,16239,4065,12197,8037,2793,5859,12793,12310,5965,3537,4389,79679,250,1231,6400,1517,7590,2048,1652,7409,9544,30947,5416,2662,3013
2020,8_TN,3315,9348,35172,4813,15490,10210,1432,6988,9142,37896,7173,5427,9828,85980,2955,8496,25161,3471,8383,8036,846,2994,4810,8672,3226,3318,5612,70254,360,852,10011,1342,7107,2174,586,3994,4332,29224,3947,2109,4216
2020,9_TN,915,17447,36845,12372,30507,44936,4410,21248,34671,78721,21963,15496,20526,177934,686,15651,24816,8451,16204,29263,2247,9189,19702,21859,10809,9099,9958,162123,229,1796,12029,3921,14303,15673,2163,12059,14969,56862,11154,6397,10568
2020,1_KY,7694,12515,35578,4092,15904,11614,2129,7142,10694,40372,8215,6220,9459,96137,7029,11151,25881,3133,8086,9054,1406,2488,6359,8225,4063,4011,5251,75491,665,1364,9697,959,7818,2560,723,4654,4335,32147,4152,2209,4208
2020,1_MS,3555,15098,51552,7471,23149,22037,2388,10108,14960,55133,11901,9624,9729,130518,3004,14225,36163,5220,13472,17194,1656,3750,8333,11942,5269,5073,5217,106187,551,873,15389,2251,9677,4843,732,6358,6627,43191,6632,4551,4512
2020,2_MS,7321,17460,36385,7432,27259,18020,4037,13555,19401,76648,17256,11609,21491,144305,6221,15611,24539,5813,15392,14650,2426,4926,11378,17580,8110,7081,10578,133569,1100,1849,11846,1619,11867,3370,1611,8629,8023,59068,9146,4528,10913
2020,1_AR,11498,18772,48078,8303,31436,20966,3847,14908,14877,69993,11735,11251,18798,154384,10407,17486,34430,6275,17247,16366,2467,5405,7893,15015,5030,6897,9466,130078,1091,1286,13648,2028,14189,4600,1380,9503,6984,54978,6705,4354,9332
2020,3_MS,7516,16507,31286,5985,22349,14818,2746,12525,13085,61986,11045,8524,13657,119875,6861,15220,22378,4404,12828,11463,1848,5127,7570,14162,5146,5598,7270,102154,655,1287,8908,1581,9521,3355,898,7398,5515,47824,5899,2926,6387
2020,4_MS,2804,15525,22371,3965,15790,10133,2124,8879,12709,42108,17371,7747,13072,97308,2486,14152,18355,3140,8237,8005,1400,3733,7494,9119,8214,5270,7703,77290,318,1373,4016,825,7553,2128,724,5146,5215,32989,9157,2477,5369
2020,4_KY,5203,23814,60033,11315,32839,26182,6284,30957,33320,70636,15934,12218,19853,198827,4337,21249,45220,8449,18549,20291,3897,14159,19944,16632,8641,7026,10433,149761,866,2565,14813,2866,14290,5891,2387,16798,13376,54004,7293,5192,9420
2020,3_KY,349,9539,25754,5419,16656,15228,3515,16217,21062,42078,13082,7570,6465,98499,198,8528,17588,3827,9903,10424,2041,7359,11550,12113,7467,4116,3385,84435,151,1011,8166,1592,6753,4804,1474,8858,9512,29965,5615,3454,3080
2020,2_KY,5323,20035,60809,9480,27235,21426,4242,18396,20627,62954,13564,11417,14161,164635,4619,18708,46015,6799,15392,15949,2624,6724,11042,14815,6777,7157,8014,125034,704,1327,14794,2681,11843,5477,1618,11672,9585,48139,6787,4260,6147
2020,6_KY,3988,11926,31861,6191,20872,10261,2881,12609,21376,55683,12272,9051,11075,118041,3075,10725,23959,4601,12466,8452,1769,5880,12600,17257,6228,4792,6237,92005,913,1201,7902,1590,8406,1809,1112,6729,8776,38426,6044,4259,4838
2020,5_KY,7307,13303,31938,4478,22823,13212,4312,9606,14193,61155,9794,7706,13940,117949,6891,12562,23726,3764,13174,11078,2323,3499,8769,15219,4254,4772,7918,95818,416,741,8212,714,9649,2134,1989,6107,5424,45936,5540,2934,6022
2020,12_OH,7083,27070,56741,10388,34541,22270,5341,27148,27294,81083,15070,12521,18500,198733,6111,24692,43515,7282,19584,17496,3234,12233,16449,21181,7574,7761,11621,146317,972,2378,13226,3106,14957,4774,2107,14915,10845,59902,7496,4760,6879
2020,15_OH,1773,11939,33038,8614,20378,15654,4431,19256,24266,44517,9423,7567,11812,120360,1642,10446,24395,5818,11938,11724,2801,8955,15065,12296,4235,4303,6742,92308,131,1493,8643,2796,8440,3930,1630,10301,9201,32221,5188,3264,5070
2020,4_OH,3356,9315,43864,4738,15017,9592,2065,10633,13039,34632,6795,5937,8839,97246,2856,8493,31750,3374,8607,7785,1370,4688,8076,7917,3382,3640,5308,70576,500,822,12114,1364,6410,1807,695,5945,4963,26715,3413,2297,3531
2020,3_OH,815,13241,29377,10192,36284,21814,8257,44354,45927,87605,22076,11478,18371,187935,549,11526,21712,6776,20151,16341,5030,22631,28621,27692,12285,5770,8851,161856,266,1715,7665,3416,16133,5473,3227,21723,17306,59913,9791,5708,9520
2020,10_OH,1465,12312,39524,5695,21926,12978,3816,14850,25784,55384,12551,7408,18595,128255,1209,10957,29543,4356,11940,10195,2316,5878,15902,13976,6056,4302,11625,104033,256,1355,9981,1339,9986,2783,1500,8972,9882,41408,6495,3106,6970
2020,2_OH,2554,13827,32636,3624,19497,13016,1568,8963,12399,44418,7974,6939,8675,99534,2188,12770,24819,2579,10855,9967,912,3629,7101,11400,3722,4541,5051,76556,366,1057,7817,1045,8642,3049,656,5334,5298,33018,4252,2398,3624
2020,5_OH,4696,17417,82111,8575,27220,15284,3703,14968,21935,60209,11404,9806,13216,169231,3997,15990,59469,6681,14661,12327,2406,6408,13677,13613,5642,6124,8236,121313,699,1427,22642,1894,12559,2957,1297,8560,8258,46596,5762,3682,4980
2020,9_OH,3421,18130,71346,9143,26564,18351,3997,14056,22510,68674,16328,10728,11322,167121,2837,16315,52571,6758,15340,14144,2479,5568,13318,15815,8744,6227,7005,127449,584,1815,18775,2385,11224,4207,1518,8488,9192,52859,7584,4501,4317
2020,6_OH,4981,12814,33020,4984,18594,14019,2414,9313,13565,45286,9913,7271,8264,106786,4498,11648,26370,3921,10149,11671,1499,3830,8452,10411,5090,4693,4554,77652,483,1166,6650,1063,8445,2348,915,5483,5113,34875,4823,2578,3710
2020,14_OH,2523,15864,57559,6983,21038,11321,3092,16405,19395,50347,10844,9047,10265,133556,2118,14541,42711,5111,11175,9021,1641,6681,11667,11884,5297,5586,6123,101127,405,1323,14848,1872,9863,2300,1451,9724,7728,38463,5547,3461,4142
2020,7_OH,855,8270,24464,5381,12407,6726,2852,14106,17075,32029,6672,4769,6258,82179,679,7254,18617,4257,7234,5279,1612,7057,10246,9466,3604,2862,4012,59685,176,1016,5847,1124,5173,1447,1240,7049,6829,22563,3068,1907,2246
2020,11_OH,618,12340,44367,10107,25780,16125,5300,27270,34676,85309,21764,12595,16302,162197,420,11056,31828,7291,14002,12129,3023,12252,20194,23283,12080,6438,8201,150356,198,1284,12539,2816,11778,3996,2277,15018,14482,62026,9684,6157,8101
2020,13_OH,2220,21064,65650,12866,33805,19998,5364,24440,34962,76967,16647,13991,13615,194066,1850,18842,49323,9302,19160,14538,3230,10967,21585,19650,8300,8895,8424,147523,370,2222,16327,3564,14645,5460,2134,13473,13377,57317,8347,5096,5191
2020,8_OH,1908,12973,40926,5820,17800,12878,2145,12298,16849,40014,8699,7243,7887,108019,1644,11842,30656,4248,10071,10169,1379,5079,10573,9071,4088,4487,4712,79421,264,1131,10270,1572,7729,2709,766,7219,6276,30943,4611,2756,3175
2020,1_OH,1032,24671,74279,14367,42441,22812,8872,42026,63518,100178,22789,16082,18370,256341,718,22493,55105,10647,22928,17477,5130,20070,39973,29024,12669,9168,10939,195096,314,2178,19174,3720,19513,5335,3742,21956,23545,71154,10120,6914,7431
2020,5_IN,2118,14752,44571,9489,25564,13112,5043,26585,38063,66516,15987,11526,12325,162888,1588,12862,32882,7100,15688,10022,3034,12887,23296,20854,8726,6908,7041,122763,530,1890,11689,2389,9876,3090,2009,13698,14767,45662,7261,4618,5284
2020,4_IN,6252,22901,75042,9367,29615,23474,4252,17191,29149,73850,13890,13609,13939,193506,5403,20889,55315,7038,15751,17962,2535,7228,17838,20199,7017,8212,8119,139025,849,2012,19727,2329,13864,5512,1717,9963,11311,53651,6873,5397,5820
2020,6_IN,2756,18665,46965,8518,24449,19557,2986,15506,22651,53262,12480,9898,13510,140088,2320,17203,34626,6184,13785,14520,1803,6031,12630,12064,5436,5840,7646,111115,436,1462,12339,2334,10664,5037,1183,9475,10021,41198,7044,4058,5864
2020,9_IN,4710,21978,77072,6486,27858,18107,3912,17316,20538,63620,15416,10662,13946,174096,4213,19813,55864,4720,15705,13825,2595,7337,12104,16244,7197,6411,8068,127525,497,2165,21208,1766,12153,4282,1317,9979,8434,47376,8219,4251,5878
2020,7_IN,180,8397,17444,5369,14066,12189,2295,11565,19670,34748,11320,5671,6674,76885,122,7391,11596,3675,6950,8398,1428,4420,11106,10029,5885,2805,3080,72703,58,1006,5848,1694,7116,3791,867,7145,8564,24719,5435,2866,3594
2020,1_IN,713,15885,44917,5601,19790,18006,3475,11411,19187,45344,14229,9080,8570,126215,653,14579,35356,4223,9875,13929,2055,4964,11741,11459,6815,5987,4579,89993,60,1306,9561,1378,9915,4077,1420,6447,7446,33885,7414,3093,3991
2020,2_IN,3916,14977,89300,7805,22475,13035,3324,11168,15449,54076,10688,10427,8248,156002,3360,13639,64328,5680,12282,10318,1908,4259,9198,14869,5025,6544,4592,108886,556,1338,24972,2125,10193,2717,1416,6909,6251,39207,5663,3883,3656
2020,3_IN,3330,14696,66081,7303,21528,12134,3788,13943,15130,44334,9883,8613,7131,133680,2937,13347,47103,5410,13004,9851,2025,5847,8929,10617,4717,5520,4373,94214,393,1349,18978,1893,8524,2283,1763,8096,6201,33717,5166,3093,2758
2020,8_IN,7536,15741,59380,7291,21800,15917,3202,10107,15180,50535,11609,8616,12471,139357,6746,14729,43479,5500,11538,12785,1779,3948,9085,12170,5562,5199,6837,100028,790,1012,15901,1791,10262,3132,1423,6159,6095,38365,6047,3417,5634
2020,9_MI,3982,21740,80353,7401,24116,10912,3363,17430,28131,53482,11207,9636,13156,172235,3447,19958,61766,5614,13852,8539,2170,7414,17197,12876,5910,5788,7704,112674,535,1782,18587,1787,10264,2373,1193,10016,10934,40606,5297,3848,5452
2020,11_MI,597,11761,59784,7051,20397,7143,4588,25547,42652,50361,13929,8733,8021,152695,380,10577,45213,5194,12216,5181,2615,13276,25908,15347,7742,4542,4504,107869,217,1184,14571,1857,8181,1962,1973,12271,16744,35014,6187,4191,3517
2020,10_MI,416,12187,60607,6751,22010,11307,3369,17486,25469,44304,13525,8433,8853,133660,230,10901,46016,5018,13003,8580,1880,6711,14304,9814,7517,4775,4911,101057,186,1286,14591,1733,9007,2727,1489,10775,11165,34490,6008,3658,3942
2020,12_MI,565,10458,52116,6896,20633,17987,3869,20540,29583,56562,15855,9699,10506,134996,450,8779,37969,5029,11928,12813,2189,7681,16414,13277,8090,5388,4989,120273,115,1679,14147,1867,8705,5174,1680,12859,13169,43285,7765,4311,5517
2020,6_MI,1539,12751,72020,8429,22854,16256,5501,19101,41000,85473,15138,10370,10737,187362,1206,11515,54420,6215,13013,12267,3416,9082,26449,28833,8780,5998,6168,133807,333,1236,17600,2214,9841,3989,2085,10019,14551,56640,6358,4372,4569
2020,7_MI,1977,11613,34106,5947,18996,9720,2856,18798,20358,47952,10326,8610,18711,116546,1610,10680,25949,4834,10229,7502,1668,7981,12541,14186,5524,4638,9204,93424,367,933,8157,1113,8767,2218,1188,10817,7817,33766,4802,3972,9507
2020,13_MI,343,7775,34031,4430,13091,11432,2378,10767,17670,35532,13687,6396,6624,88227,303,7060,24391,3031,7305,7632,1150,4872,10003,9061,7070,3641,2708,75929,40,715,9640,1399,5786,3800,1228,5895,7667,26471,6617,2755,3916
2020,5_MI,5179,18190,80857,6052,25355,18525,2737,13376,19711,58929,12831,12065,12291,165275,4434,16892,59708,4450,13539,14046,1679,5148,12058,14207,5905,7068,6141,120823,745,1298,21149,1602,11816,4479,1058,8228,7653,44722,6926,4997,6150
2020,8_MI,3031,16975,56092,6617,28304,12441,3546,14989,20493,63806,15401,10142,9988,146357,2443,15627,43020,5051,15212,9243,2257,5632,12258,16226,8110,5701,5577,115468,588,1348,13072,1566,13092,3198,1289,9357,8235,47580,7291,4441,4411
2020,1_MI,6774,17048,37041,5331,24932,11418,2824,12575,14814,50813,16657,8978,13866,128274,5745,15564,28502,4195,13981,9216,1672,4679,9044,13013,8882,5820,7961,94797,1029,1484,8539,1136,10951,2202,1152,7896,5770,37800,7775,3158,5905
2020,2_MI,5535,11165,36398,3470,12709,6891,1241,5987,7923,26713,7034,6498,6936,82481,4669,10445,27086,2638,6916,5466,776,1739,4512,6334,3526,4425,3949,56019,866,720,9312,832,5793,1425,465,4248,3411,20379,3508,2073,2987
2020,3_MI,4288,23794,103981,17873,34013,17023,5411,23293,36117,80474,18393,15367,9970,230010,3411,21925,74109,13142,19193,13198,3460,11024,22825,24019,9248,9110,5346,159987,877,1869,29872,4731,14820,3825,1951,12269,13292,56455,9145,6257,4624
2020,4_MI,1797,7189,30297,3355,11366,4702,1151,7174,10431,26083,6556,5852,4025,68322,1426,6683,21743,2437,6207,3609,707,2826,6412,7003,3527,3625,2117,51656,371,506,8554,918,5159,1093,444,4348,4019,19080,3029,2227,1908
2020,1_IA,9055,21955,60922,8240,27965,16587,3464,24834,22016,73316,12339,11929,12163,173333,7915,20116,45002,6200,16132,13544,1862,9631,12453,20293,6580,6866,6739,131452,1140,1839,15920,2040,11833,3043,1602,15203,9563,53023,5759,5063,5424
2020,4_IA,19011,20993,51383,10820,26927,18248,3527,18136,16945,63615,11049,11625,11588,165052,17070,19281,37092,8624,15366,14960,1915,6762,9781,15696,5067,7211,6227,118815,1941,1712,14291,2196,11561,3288,1612,11374,7164,47919,5982,4414,5361
2020,3_IA,6217,15755,27348,9096,21112,11876,4874,40996,23782,47250,11087,9114,9786,135007,5219,14559,20510,7359,12799,9470,2511,20365,14511,11841,5496,5079,5288,103286,998,1196,6838,1737,8313,2406,2363,20631,9271,35409,5591,4035,4498
2020,2_IA,13449,22579,66879,11261,29139,17906,4787,23022,23971,67666,13575,10948,9672,178965,11606,20918,49176,8761,16023,14204,2443,8856,13519,14779,6706,6586,5388,135889,1843,1661,17703,2500,13116,3702,2344,14166,10452,52887,6869,4362,4284
2020,6_WI,10163,25145,114087,12226,34212,18376,5822,26125,29252,69169,17466,13943,15766,228473,8336,22919,82810,9076,18626,14270,3193,10203,16772,15886,8987,8487,8908,163279,1827,2226,31277,3150,15586,4106,2629,15922,12480,53283,8479,5456,6858
2020,5_WI,1250,11144,40003,7275,15142,7143,3135,16589,20108,35801,6910,6330,5710,102734,992,9680,29842,5276,8678,5397,2032,7917,12185,10245,3591,3475,3424,73806,258,1464,10161,1999,6464,1746,1103,8672,7923,25556,3319,2855,2286
2020,1_WI,3600,23578,81750,13303,34957,19856,5104,22337,31178,71747,18251,12087,15348,199952,3040,21492,56938,9096,19949,15526,2866,9170,18280,17516,10829,6688,8562,153144,560,2086,24812,4207,15008,4330,2238,13167,12898,54231,7422,5399,6786
2020,4_WI,1009,9128,38310,5632,18056,11583,4029,14877,24903,54408,14872,8288,7881,111226,755,8353,26736,3748,10068,7798,2270,6385,14106,14412,8775,3841,3979,101750,254,775,11574,1884,7988,3785,1759,8492,10797,39996,6097,4447,3902
2020,2_WI,4361,12215,28552,5442,18340,8178,7573,20505,34121,57786,10683,8220,13197,129222,3568,11182,20713,4248,10206,6206,5143,10510,21089,19142,6363,4433,6419,99951,793,1033,7839,1194,8134,1972,2430,9995,13032,38644,4320,3787,6778
2020,3_WI,14028,19987,62699,9037,31667,18199,4837,20334,17830,66663,13170,10437,13501,172864,11804,18609,45309,6841,17851,14620,2698,7780,10192,16509,7036,6201,7414,129525,2224,1378,17390,2196,13816,3579,2139,12554,7638,50154,6134,4236,6087
2020,7_WI,8029,14475,45914,6157,18465,10255,2334,13411,12512,39562,9382,7756,9024,114255,6740,13495,33543,4824,10033,8259,1553,4526,7360,9137,4999,5080,4706,83021,1289,980,12371,1333,8432,1996,781,8885,5152,30425,4383,2676,4318
2020,8_WI,5897,16368,57300,7755,18937,13174,2727,16306,16359,39605,10579,7099,7410,128615,4769,14993,42459,5801,10579,9100,1615,5713,9789,9785,5631,4190,4191,90901,1128,1375,14841,1954,8358,4074,1112,10593,6570,29820,4948,2909,3219
2020,2_MN,1764,12983,35649,8797,21502,14561,5841,27049,29629,44019,10667,8551,11406,131909,1341,11550,25447,6038,13102,10900,3640,13488,18148,11346,6326,4661,5922,100509,423,1433,10202,2759,8400,3661,2201,13561,11481,32673,4341,3890,5484
2020,4_MN,1022,9707,34321,6944,17002,11270,4872,20510,27278,52119,13050,8534,13466,121055,851,8217,23566,5011,10637,8519,3038,10580,16312,16471,7044,4447,6362,99040,171,1490,10755,1933,6365,2751,1834,9930,10966,35648,6006,4087,7104
2020,6_MN,3272,18464,37900,6986,17991,11269,2424,16117,17622,42272,7323,7648,7644,112660,2707,16749,27153,5170,10237,8913,1491,7319,10042,10867,3811,4476,3725,84272,565,1715,10747,1816,7754,2356,933,8798,7580,31405,3512,3172,3919
2020,8_MN,8465,27032,44144,8455,26372,16821,3620,18781,23125,67229,16334,11032,19125,168348,7235,24732,32949,6815,15764,13376,2246,7889,13759,17295,8832,6980,10476,122187,1230,2300,11195,1640,10608,3445,1374,10892,9366,49934,7502,4052,8649
2020,1_MN,14403,19799,55554,8993,23230,12461,4450,13303,16694,77484,10612,9881,11085,160818,12791,18495,40277,7008,14215,10343,2436,5366,9891,22479,5280,6201,6036,117131,1612,1304,15277,1985,9015,2118,2014,7937,6803,55005,5332,3680,5049
2020,5_MN,1426,12404,47506,10228,31396,13393,6578,36452,54378,75179,21386,12926,11732,187790,1228,10988,33099,7047,18444,10047,4288,19387,33868,24606,12423,6498,5867,147194,198,1416,14407,3181,12952,3346,2290,17065,20510,50573,8963,6428,5865
2020,3_MN,1660,16204,52671,12024,26324,12069,5299,37517,41286,53756,10821,9040,8883,165018,1161,14763,36569,8855,15319,9428,3365,18930,25335,15497,6232,4891,4673,122536,499,1441,16102,3169,11005,2641,1934,18587,15951,38259,4589,4149,4210
2020,7_MN,14725,15488,38888,8476,17787,11041,2371,10680,11088,41712,7085,7816,8227,115662,13124,14560,28569,6331,10212,8974,1546,3913,5989,9772,3279,5188,4205,79722,1601,928,10319,2145,7575,2067,825,6767,5099,31940,3806,2628,4022
2020,0_SD,22778,23350,36936,10346,30482,15200,4793,26846,20789,70506,18096,12944,19058,179248,20288,21539,26915,8412,18085,11991,2592,11331,11642,18497,9592,7715,10649,132876,2490,1811,10021,1934,12397,3209,2201,15515,9147,52009,8504,5229,8409
2020,0_ND,29785,22382,22700,11306,27772,17548,3772,18933,19049,67470,14142,11231,16725,166167,26579,19879,17305,9231,16486,14587,2321,7620,10802,17287,7677,7151,9242,116648,3206,2503,5395,2075,11286,2961,1451,11313,8247,50183,6465,4080,7483
2020,2_MT,17874,15031,9151,5343,20460,12213,3288,11404,13630,42395,12043,7690,16900,107512,15211,13926,7027,4369,12095,10208,1700,4277,8171,11423,6049,4550,8506,79910,2663,1105,2124,974,8365,2005,1588,7127,5459,30972,5994,3140,8394
2020,3_NE,28117,20670,41640,9436,25478,20394,3545,14489,13155,57706,9526,12119,13157,158099,24880,19123,29627,7621,14187,17387,2156,5161,7085,12347,4923,7698,5904,111333,3237,1547,12013,1815,11291,3007,1389,9328,6070,45359,4603,4421,7253
2020,1_MT,8407,15365,12277,3927,20334,8399,2565,10737,17068,37007,12673,6860,8964,95120,6564,14064,9772,3018,12074,6571,1524,4213,10080,11445,7120,3708,4967,69463,1843,1301,2505,909,8260,1828,1041,6524,6988,25562,5553,3152,3997
2020,1_ID,12673,31195,40669,10636,38462,18801,5660,22876,33075,68442,17409,14379,23393,202660,10802,28350,30647,8311,21795,15506,3586,10364,20635,20735,9339,9014,13576,135010,1871,2845,10022,2325,16667,3295,2074,12512,12440,47707,8070,5365,9817
2020,10_IL,718,11073,42802,13079,23371,11135,4180,26970,41617,44878,13945,8364,8588,146986,490,10006,27572,8434,13950,8361,2540,16596,27259,14625,8225,4489,4439,103734,228,1067,15230,4645,9421,2774,1640,10374,14358,30253,5720,3875,4149
2020,8_IL,1305,26027,69060,18492,36290,30358,9541,40799,61257,74455,23234,16647,14321,246593,1055,23662,47943,12418,20403,23150,6061,21043,38025,22050,13017,8550,9216,175193,250,2365,21117,6074,15887,7208,3480,19756,23232,52405,10217,8097,5105
2020,11_IL,2897,31893,85430,21544,45616,32556,9371,45499,66091,90435,24886,19082,16418,290118,2214,28943,60372,14710,26231,25203,6113,22951,41754,25595,14089,11431,10512,201600,683,2950,25058,6834,19385,7353,3258,22548,24337,64840,10797,7651,5906
2020,9_IL,222,6713,16230,6403,15373,9328,5592,20453,38553,51848,16077,11500,6046,115968,117,5881,10877,4232,9478,7657,3081,13052,23685,18803,10014,5522,3569,88370,105,832,5353,2171,5895,1671,2511,7401,14868,33045,6063,5978,2477
2020,3_IL,1359,30003,75576,19532,45004,37684,13688,56633,99462,110184,43187,25806,18280,326971,1134,27587,52184,12654,25835,28422,7951,31694,58041,31468,26085,12714,11202,249427,225,2416,23392,6878,19169,9262,5737,24939,41421,78716,17102,13092,7078
2020,4_IL,477,14685,35843,7980,18838,18684,3554,14700,30729,46250,22791,11152,9784,134755,470,13603,24279,5046,10877,14440,1966,6566,17932,13507,14266,6799,5004,100712,7,1082,11564,2934,7961,4244,1588,8134,12797,32743,8525,4353,4780
2020,14_IL,3599,15428,33252,7900,23002,21320,3911,14053,20076,44702,11439,8469,9883,127883,3017,13936,25346,5668,13251,17239,2788,6004,12101,10877,6148,5268,6240,89151,582,1492,7906,2232,9751,4081,1123,8049,7975,33825,5291,3201,3643
2020,16_IL,2507,6726,22130,3672,9582,6375,1429,7430,7817,21735,3792,3961,4518,59596,2265,6308,17340,2787,5070,5081,899,2826,4787,5049,1938,2607,2639,42078,242,418,4790,885,4512,1294,530,4604,3030,16686,1854,1354,1879
2020,7_IL,336,1784,7160,2122,3922,4877,2093,10982,18033,18565,4172,2853,3268,41244,289,1421,4951,1047,1820,3145,1064,6381,9903,6043,2231,1339,1610,38923,47,363,2209,1075,2102,1732,1029,4601,8130,12522,1941,1514,1658
2020,2_IL,3537,14696,38363,7948,26805,35286,5566,23503,31833,90575,18618,13125,21044,166652,3111,13304,28829,5225,14448,23984,2869,8694,17239,22345,9542,7227,9835,164247,426,1392,9534,2723,12357,11302,2697,14809,14594,68230,9076,5898,11209
2020,6_IL,514,19139,31608,10332,25328,28130,4914,25882,35491,62879,17098,12584,18350,167509,330,17849,22997,7056,15471,22104,3104,12901,20325,16451,10112,7682,11127,124740,184,1290,8611,3276,9857,6026,1810,12981,15166,46428,6986,4902,7223
2020,1_IL,73,3786,5250,1528,4265,3542,1296,6010,8457,13265,2393,1918,2120,29557,62,3345,3825,976,2336,2612,743,2855,5060,3948,1142,1160,1493,24346,11,441,1425,552,1929,930,553,3155,3397,9317,1251,758,627
2020,5_IL,132,1519,6028,3069,5331,3438,3618,17810,34309,18910,6482,2973,2115,57668,87,1137,3974,2001,2974,2522,2138,11508,18384,6867,3369,1392,1315,48066,45,382,2054,1068,2357,916,1480,6302,15925,12043,3113,1581,800
2020,15_IL,8090,10140,23316,6687,14584,11103,1838,9733,7801,34509,5642,6910,9237,84928,7262,9480,17623,4893,7694,9293,1231,2670,4660,7839,2755,4212,5316,64662,828,660,5693,1794,6890,1810,607,7063,3141,26670,2887,2698,3921
