Year,cd,Total_Agriculture_forestry_fishing_hunting_mining,Total_Construction,Total_Manufacturing,Total_Wholesale_trade,Total_Retail_trade,Total_Transportation_warehousing_utilities,Total_Information,Total_Finance_insurance_realestate_rental_leasing,Total_Professional_scientific_management_administrative_waste_management_services,Total_Educationalservices_healthcare_socialassistance,Total_Arts_entertainment_recreation_accommodation_foodservices,Total_Otherservices_except_Public_administration,Total_Public_administration,Male,Male_Agriculture_forestry_fishing_hunting_mining,Male_Construction,Male_Manufacturing,Male_Wholesale_trade,Male_Retail_trade,Male_Transportation_warehousing_utilities,Male_Information,Male_Finance_insurance_realestate_rental_leasing,Male_Professional_scientific_management_administrative_waste_management_services,Male_Educationalservices_healthcare_socialassistance,Male_Arts_entertainment_recreation_accommodation_foodservices,Male_Otherservices_except_Public_administration,Male_Public_administration,Female,Female_Agriculture_forestry_fishing_hunting_mining,Female_Construction,Female_Manufacturing,Female_Wholesale_trade,Female_Retail_trade,Female_Transportation_warehousing_utilities,Female_Information,Female_Finance_insurance_realestate_rental_leasing,Female_Professional_scientific_management_administrative_waste_management_services,Female_Educationalservices_healthcare_socialassistance,Female_Arts_entertainment_recreation_accommodation_foodservices,Female_Otherservices_except_Public_administration,Female_Public_administration
2019,29_TX,405,6283,2254,918,2230,1725,140,1384,2024,2498,1424,1578,262,15495,298,6076,1751,696,1474,1380,116,486,1017,604,551,859,187,7630,107,207,503,222,756,345,24,898,1007,1894,873,719,75
2019,2_TX,23429,45199,54079,17709,36413,38951,6459,25610,51306,79766,23007,18253,14509,263592,17545,40747,42709,12925,20589,29222,4392,11798,33069,19169,12326,10994,8107,171098,5884,4452,11370,4784,15824,9729,2067,13812,18237,60597,10681,7259,6402
2019,22_TX,2736,2833,3003,716,2200,2302,221,1265,1831,4857,1280,980,648,15469,2417,2558,2487,624,1020,1791,146,727,1179,800,541,765,414,9403,319,275,516,92,1180,511,75,538,652,4057,739,215,234
2019,14_TX,5374,32031,40196,6782,21702,15819,2448,15173,28263,60615,15587,11288,14209,159801,4395,28641,32581,5369,11216,12208,1535,6615,18232,16246,8169,6996,7598,109686,979,3390,7615,1413,10486,3611,913,8558,10031,44369,7418,4292,6611
2019,38_TX,405,1281,1097,358,1069,581,108,545,792,1874,592,466,451,5604,299,1181,848,218,448,470,86,191,569,426,308,382,178,4015,106,100,249,140,621,111,22,354,223,1448,284,84,273
2019,27_TX,13850,29492,26804,7652,26752,15311,2770,14001,18170,55184,17980,10348,17937,150084,12124,26865,21723,5919,14644,12628,1585,5331,11410,12328,8833,6240,10454,106167,1726,2627,5081,1733,12108,2683,1185,8670,6760,42856,9147,4108,7483
2019,21_TX,2275,8532,6053,2261,9504,4059,1908,6945,8616,18143,6345,4038,4779,47908,1904,7740,4660,1522,5287,3199,1333,2879,5345,5575,3673,2075,2716,35550,371,792,1393,739,4217,860,575,4066,3271,12568,2672,1963,2063
2019,28_TX,15377,38394,28615,12694,43911,35181,5047,25199,36302,90878,29299,17138,28982,234572,13771,35376,20959,9440,24770,27764,3030,9936,22376,23115,15453,10590,17992,172445,1606,3018,7656,3254,19141,7417,2017,15263,13926,67763,13846,6548,10990
2019,20_TX,4112,27586,20161,7327,33508,16533,6724,40243,41842,79356,28996,13459,18713,189014,3359,25469,14369,5418,19066,13353,4342,17913,25950,24834,15765,7203,11973,149546,753,2117,5792,1909,14442,3180,2382,22330,15892,54522,13231,6256,6740
2019,15_TX,2834,7758,5012,3455,9527,5341,829,3611,6568,21193,5603,4834,3830,47399,2534,7237,4002,2533,5717,4472,355,1846,4344,6002,2851,2778,2728,32996,300,521,1010,922,3810,869,474,1765,2224,15191,2752,2056,1102
2019,35_TX,2011,30246,15900,6385,25467,10677,5630,14291,29091,44627,21957,10268,16043,136579,1705,28730,12199,4959,14872,8213,3624,6091,17625,12414,12248,6097,7802,96014,306,1516,3701,1426,10595,2464,2006,8200,11466,32213,9709,4171,8241
2019,34_TX,9186,22561,16777,7386,30494,15768,3986,14125,23261,84949,18297,13660,19258,161715,8497,21265,13297,5675,18396,13408,2682,5866,15053,26510,10257,8115,12694,117993,689,1296,3480,1711,12098,2360,1304,8259,8208,58439,8040,5545,6564
2019,37_TX,3784,31982,46517,11559,40384,15144,17687,42003,99395,90777,32009,20049,31493,279241,2826,27798,33915,8410,24849,11741,11476,22601,62453,29170,18638,9801,15563,203542,958,4184,12602,3149,15535,3403,6211,19402,36942,61607,13371,10248,15930
2019,16_TX,2474,15455,18913,6881,22344,18741,4509,12289,26348,59564,14608,8688,22570,135370,2405,13796,13851,5373,13135,15381,2805,5555,16141,18782,8120,5400,14626,98014,69,1659,5062,1508,9209,3360,1704,6734,10207,40782,6488,3288,7944
2019,2_NM,5372,7753,4826,1730,9521,5554,1263,4885,10181,27647,7840,4322,11069,58745,4722,7103,3889,1361,5850,4241,754,2033,6743,8227,3961,2425,7436,43218,650,650,937,369,3671,1313,509,2852,3438,19420,3879,1897,3633
2019,8_CO,7574,26401,22937,9495,22627,14923,6140,13076,27068,37559,12822,9599,12149,132201,6251,24120,16295,7193,13596,11725,3969,5387,15571,9022,7127,5428,6517,90169,1323,2281,6642,2302,9031,3198,2171,7689,11497,28537,5695,4171,5632
2019,7_CO,4017,17153,15293,5342,18352,8224,5602,14510,29039,34376,13399,8638,13491,108170,2868,15221,11102,3883,11047,5988,3704,7334,17937,9677,7959,4148,7302,79266,1149,1932,4191,1459,7305,2236,1898,7176,11102,24699,5440,4490,6189
2019,6_CO,5191,37856,30356,13484,39524,26907,18518,42838,66616,81759,28971,17865,21415,247738,3759,34154,22238,9561,22831,20967,12036,21018,39949,23809,16167,9731,11518,183562,1432,3702,8118,3923,16693,5940,6482,21820,26667,57950,12804,8134,9897
2019,2_CO,11107,30973,44020,9485,35044,16418,9840,23217,60964,75648,34521,14765,18803,231970,9347,28111,34085,6806,20499,13107,6391,11165,39023,24462,19990,8158,10826,152835,1760,2862,9935,2679,14545,3311,3449,12052,21941,51186,14531,6607,7977
2019,5_CO,1948,18353,16035,4534,22614,10709,6830,19025,33369,50825,15867,12396,19023,135961,1595,16410,12460,3504,14366,8486,4370,9165,22074,15180,9111,6799,12441,95567,353,1943,3575,1030,8248,2223,2460,9860,11295,35645,6756,5597,6582
2019,1_CO,3069,17775,14249,6640,17560,9094,8261,21543,45393,43315,18682,9934,10259,127082,1975,16067,9917,4619,9575,7355,5016,11863,27783,13319,10247,4274,5072,98692,1094,1708,4332,2021,7985,1739,3245,9680,17610,29996,8435,5660,5187
2019,3_CO,11893,22334,11599,5770,23327,10939,3380,12011,18891,45845,17480,8365,15638,120626,10438,20633,9058,4519,13224,8671,2070,5174,11018,12370,9499,5055,8897,86846,1455,1701,2541,1251,10103,2268,1310,6837,7873,33475,7981,3310,6741
2019,0_WY,25147,15586,9004,4429,18289,12936,2680,8378,11851,42512,13573,7323,14245,110575,21879,14314,7658,3539,9492,10830,1715,2528,6951,12590,7204,4601,7274,75378,3268,1272,1346,890,8797,2106,965,5850,4900,29922,6369,2722,6971
2019,3_UT,6105,9974,9572,3793,12141,6429,3165,8402,16063,23112,8241,4427,5488,74557,5423,9245,7307,2995,7309,5480,2283,4661,11091,8163,4574,2903,3123,42355,682,729,2265,798,4832,949,882,3741,4972,14949,3667,1524,2365
2019,2_ID,16046,17776,25413,7790,22036,11885,3288,10846,21750,42752,12171,7562,11810,132394,14179,16654,18929,5952,12917,9996,2064,4678,14880,13724,6579,4837,7005,78731,1867,1122,6484,1838,9119,1889,1224,6168,6870,29028,5592,2725,4805
2019,4_UT,4540,23785,32073,8914,29390,12928,8289,26405,43804,52553,12409,10267,12804,180561,3615,22028,24035,6938,18922,10096,5984,14873,31594,20404,7126,6519,8427,97600,925,1757,8038,1976,10468,2832,2305,11532,12210,32149,5283,3748,4377
2019,2_UT,7301,34918,52542,12186,42889,28047,7967,34092,52459,79708,26238,17880,25239,260077,5864,32983,38373,8746,25384,21406,5088,17571,34262,29565,13969,11089,15777,161389,1437,1935,14169,3440,17505,6641,2879,16521,18197,50143,12269,6791,9462
2019,1_UT,3043,15491,34532,4825,17345,8509,2308,10290,19424,31467,8628,6486,17904,114041,2713,14109,26087,3620,10321,6924,1625,4805,12836,11154,4643,4394,10810,66211,330,1382,8445,1205,7024,1585,683,5485,6588,20313,3985,2092,7094
2019,2_NV,14014,20743,22989,8673,26227,15750,3790,12407,23738,42657,30983,9899,18906,146570,12095,18697,16635,5883,14808,12189,2190,5539,13633,11940,17428,5270,10263,104206,1919,2046,6354,2790,11419,3561,1600,6868,10105,30717,13555,4629,8643
2019,2_AZ,10710,23079,23008,5325,30855,18927,4322,17424,23853,67519,26260,11003,27378,162195,8925,20639,16994,3902,17174,15370,2468,6608,14754,19175,14711,6589,14886,127468,1785,2440,6014,1423,13681,3557,1854,10816,9099,48344,11549,4414,12492
2019,3_AZ,534,12689,8925,2529,9267,7042,1712,6338,13233,14639,7821,5623,3908,55949,380,11924,6528,1859,5632,5039,1177,2701,8362,3567,3782,3596,1402,38311,154,765,2397,670,3635,2003,535,3637,4871,11072,4039,2027,2506
2019,4_AZ,1874,29045,39998,11238,41405,22129,9427,47768,60018,78961,33185,15902,15024,233529,1555,26089,28720,8175,24130,15647,5895,24120,38380,24451,19271,8620,8476,172445,319,2956,11278,3063,17275,6482,3532,23648,21638,54510,13914,7282,6548
2019,1_AZ,1579,20375,22993,9499,32121,14918,7368,48572,56638,68776,25537,13607,12598,191431,1197,17886,16745,6722,18031,11026,4884,25742,36266,23744,15274,7044,6870,143150,382,2489,6248,2777,14090,3892,2484,22830,20372,45032,10263,6563,5728
2019,8_AZ,520,12478,10542,4374,16535,8191,2598,16938,16257,28221,8931,5873,7381,78985,351,11138,8139,3380,9681,6368,1565,7169,10045,8277,4987,3595,4290,59854,169,1340,2403,994,6854,1823,1033,9769,6212,19944,3944,2278,3091
2019,9_AZ,8484,32873,27448,10674,46502,28558,5842,31809,36750,73655,28022,15942,27100,216686,6733,30477,20530,8389,27453,22102,3957,12510,22706,20002,15272,9959,16596,156973,1751,2396,6918,2285,19049,6456,1885,19299,14044,53653,12750,5983,10504
2019,7_AZ,889,4521,4228,1939,5130,4459,659,3263,4971,10307,3723,2480,4157,29570,670,4378,2875,1497,2698,3715,423,1547,2622,3169,2334,1342,2300,21156,219,143,1353,442,2432,744,236,1716,2349,7138,1389,1138,1857
2019,5_AZ,1597,13041,27317,7612,22140,12028,5083,27383,27580,45613,10906,7721,11626,130058,1272,11132,21271,5725,13333,8878,3942,13669,17615,14469,6290,4624,7838,89589,325,1909,6046,1887,8807,3150,1141,13714,9965,31144,4616,3097,3788
2019,6_AZ,5331,21625,23666,5785,29790,13645,4588,18752,39232,70632,21733,12272,27305,167128,4348,19513,17615,4586,16885,10481,2600,8820,23629,21908,11721,6596,18426,127228,983,2112,6051,1199,12905,3164,1988,9932,15603,48724,10012,5676,8879
2019,3_NM,20802,21406,12606,6083,28724,14665,3543,13267,30211,63274,21166,12421,27384,157105,18159,19638,9718,4691,16038,12185,2086,6094,18569,16827,10424,7488,15188,118447,2643,1768,2888,1392,12686,2480,1457,7173,11642,46447,10742,4933,12196
2019,1_NM,3800,19493,11828,6105,23933,9817,4651,14858,35556,62443,20213,11753,21706,135060,2906,18141,8662,4830,13481,7588,2798,6438,21864,18655,10729,6727,12241,111096,894,1352,3166,1275,10452,2229,1853,8420,13692,43788,9484,5026,9465
2019,4_NV,1863,9083,4516,2379,9975,7185,1486,6931,11563,19291,23187,4709,9063,61670,1550,8079,3225,1657,4419,5503,1120,3103,6979,5053,12756,2658,5568,49561,313,1004,1291,722,5556,1682,366,3828,4584,14238,10431,2051,3495
2019,1_NV,883,20973,9159,3401,21439,13033,2105,10021,21133,25343,51658,9960,6699,113181,792,19545,6904,2480,11634,9600,1374,4287,13077,6836,27530,5294,3828,82626,91,1428,2255,921,9805,3433,731,5734,8056,18507,24128,4666,2871
2019,3_NV,997,24770,16720,9563,43607,28305,8133,30392,53526,67287,118481,17059,17157,245991,750,22024,12524,6545,23535,22317,5295,14514,32371,21473,65402,9223,10018,190006,247,2746,4196,3018,20072,5988,2838,15878,21155,45814,53079,7836,7139
2019,3_CA,4130,27420,26050,9226,33295,18373,6655,29949,41910,66010,24450,13200,36201,194892,3173,24093,19228,6892,21270,14262,4535,13671,26234,20735,13990,6799,20010,141977,957,3327,6822,2334,12025,4111,2120,16278,15676,45275,10460,6401,16191
2019,23_CA,3877,27086,27259,9587,35561,32116,3949,13629,29557,68074,21257,14090,30504,188769,3130,24826,21682,7398,19932,25333,2862,5994,19527,19602,11588,8614,18281,127777,747,2260,5577,2189,15629,6783,1087,7635,10030,48472,9669,5476,12223
2019,43_CA,1150,18038,39476,10725,26680,28727,11329,18340,44689,58041,28732,17273,12414,177910,891,16786,26723,7009,15420,20367,7203,8437,27047,16217,16707,9138,5965,137704,259,1252,12753,3716,11260,8360,4126,9903,17642,41824,12025,8135,6449
2019,44_CA,2444,30424,64913,21357,41788,45084,7789,21564,47583,80662,31073,20934,18122,255347,1601,28495,45264,14603,23499,34216,5118,10078,30546,22781,17442,13140,8564,178390,843,1929,19649,6754,18289,10868,2671,11486,17037,57881,13631,7794,9558
2019,34_CA,1385,30035,43593,16599,42460,23061,20218,23351,56431,74225,52536,26470,12570,248768,1049,28426,28747,11121,24652,18403,12660,11737,34577,25061,33025,13259,6051,174166,336,1609,14846,5478,17808,4658,7558,11614,21854,49164,19511,13211,6519
2019,37_CA,621,11161,18924,6876,19460,11353,15533,13706,39288,39261,24057,12793,6032,125448,359,10433,12837,4750,11539,8824,9466,7497,22827,13497,14575,6396,2448,93617,262,728,6087,2126,7921,2529,6067,6209,16461,25764,9482,6397,3584
2019,32_CA,1793,27838,39609,15308,43614,18471,45762,54183,93747,100295,48431,24879,13053,306683,1302,25578,26484,10351,25603,14568,28405,30072,57883,35867,30869,12387,7314,220300,491,2260,13125,4957,18011,3903,17357,24111,35864,64428,17562,12492,5739
2019,30_CA,260,5024,7475,3278,9567,5648,12369,8869,17778,22032,14075,7689,4357,66915,160,4584,4750,2057,5761,4718,8018,4456,10625,7131,8601,3859,2195,51506,100,440,2725,1221,3806,930,4351,4413,7153,14901,5474,3830,2162
2019,36_CA,279,2665,9882,3461,6685,2837,10043,11288,23659,15769,7005,2903,3040,58572,183,2347,7028,2053,3692,2027,6466,6644,14841,5672,4443,1411,1765,40944,96,318,2854,1408,2993,810,3577,4644,8818,10097,2562,1492,1275
2019,42_CA,683,8654,17323,6278,12128,12033,3235,7694,15688,24648,11568,6263,5054,75743,513,7739,11726,4021,6860,9028,1987,4174,9783,7562,6135,3771,2444,55506,170,915,5597,2257,5268,3005,1248,3520,5905,17086,5433,2492,2610
2019,38_CA,1987,26887,60571,24916,41994,33679,7642,29946,46509,81430,28281,18217,21460,247619,1642,24547,42032,16368,24388,25938,5464,14459,29776,24464,16133,11087,11321,175900,345,2340,18539,8548,17606,7741,2178,15487,16733,56966,12148,7130,10139
2019,46_CA,2411,25251,55768,12566,32244,14573,5155,23035,41707,52053,32122,17747,9727,192382,1946,22986,37274,8996,19828,11090,3369,11050,26854,16480,17802,9646,5061,131977,465,2265,18494,3570,12416,3483,1786,11985,14853,35573,14320,8101,4666
2019,45_CA,499,6493,12354,3886,7438,4234,1560,7982,11932,16132,6363,3416,3599,50549,342,5937,8385,2425,4529,3218,1061,4142,7553,5429,3415,2131,1982,35339,157,556,3969,1461,2909,1016,499,3840,4379,10703,2948,1285,1617
2019,47_CA,1933,21952,61605,16914,35729,15770,9452,45810,70998,68449,30554,17479,13294,246447,1365,19337,42464,11699,21338,12516,6668,25213,46087,24512,18544,8831,7873,163492,568,2615,19141,5215,14391,3254,2784,20597,24911,43937,12010,8648,5421
2019,27_CA,1618,20281,33320,8122,22069,16108,10855,19137,33193,57411,17534,12028,16817,161600,1278,18610,23988,5782,13217,12309,7538,9393,22042,19339,10633,7162,10309,106893,340,1671,9332,2340,8852,3799,3317,9744,11151,38072,6901,4866,6508
2019,31_CA,660,7951,17463,6297,11902,9184,2483,8077,14064,24575,10122,6788,6086,73148,525,7298,12198,4116,7315,6880,1577,3717,8924,7937,6003,3731,2927,52504,135,653,5265,2181,4587,2304,906,4360,5140,16638,4119,3057,3159
2019,28_CA,1435,21566,34103,14369,30010,25178,9300,24823,41857,76390,25651,17256,18824,194286,1085,19125,23945,9147,18049,19370,6257,11436,25114,26502,15383,8914,9959,146476,350,2441,10158,5222,11961,5808,3043,13387,16743,49888,10268,8342,8865
2019,26_CA,12577,16150,32446,9429,22585,10684,6186,21327,34382,46074,16266,12722,17472,153129,9908,14866,22210,6706,12932,8933,4295,10029,21742,14130,9960,6881,10537,105171,2669,1284,10236,2723,9653,1751,1891,11298,12640,31944,6306,5841,6935
2019,29_CA,1136,15613,19602,4064,15553,9280,7323,8759,19895,28230,12703,9697,4771,95362,791,15040,12612,2747,9870,7616,4719,4093,12975,9013,7934,5473,2479,61264,345,573,6990,1317,5683,1664,2604,4666,6920,19217,4769,4224,2292
2019,40_CA,533,5101,10617,3824,6626,4786,1769,8837,11824,15272,4142,3261,4329,47752,301,4523,7188,2483,3811,3772,1168,4718,7829,4942,2334,1940,2743,33169,232,578,3429,1341,2815,1014,601,4119,3995,10330,1808,1321,1586
2019,35_CA,792,9754,15886,6925,12478,11445,1217,8123,14144,23559,6787,5121,5998,72228,631,8747,11271,4527,7644,8166,828,4175,9043,7305,3439,2878,3574,50001,161,1007,4615,2398,4834,3279,389,3948,5101,16254,3348,2243,2424
2019,39_CA,3153,41180,46244,15041,43152,35160,5524,19949,38342,77777,21263,16377,22361,233073,2477,37995,34147,11156,25770,25408,3899,9155,25608,22824,12056,10336,12242,152450,676,3185,12097,3885,17382,9752,1625,10794,12734,54953,9207,6041,10119
2019,48_CA,7638,49053,63820,16296,55709,26807,10913,35880,74554,104919,45214,24087,39613,332931,5923,44692,46164,11765,32584,20797,8034,16383,49110,31552,25734,13900,26293,221572,1715,4361,17656,4531,23125,6010,2879,19497,25444,73367,19480,10187,13320
2019,52_CA,636,10269,13287,3296,14160,8820,2285,7765,17127,28749,12522,6928,11369,80043,448,9620,9613,2272,8069,6874,1684,3430,11556,9103,6784,4149,6441,57170,188,649,3674,1024,6091,1946,601,4335,5571,19646,5738,2779,4928
2019,50_CA,822,12125,25638,5739,18639,10120,7267,20099,53554,46912,24944,10949,13732,143133,656,10938,17646,3722,10434,7525,4991,10925,33474,15908,14589,4617,7708,107407,166,1187,7992,2017,8205,2595,2276,9174,20080,31004,10355,6332,6024
2019,49_CA,2181,18772,44056,12984,28339,10839,10184,34189,63932,60569,23270,12762,14835,201056,1384,16093,29990,8757,17221,8259,6966,19623,41662,20989,14036,6090,9986,135856,797,2679,14066,4227,11118,2580,3218,14566,22270,39580,9234,6672,4849
2019,51_CA,208,4445,14128,3213,8896,4133,3125,7769,19676,23995,8951,4731,7673,64325,99,3853,9789,2234,4976,3181,2291,3889,12931,8167,5475,2273,5167,46618,109,592,4339,979,3920,952,834,3880,6745,15828,3476,2458,2506
2019,25_CA,6512,15139,8798,4238,19950,11157,2497,9136,18854,35323,22769,9470,12315,106573,4998,14141,6739,3312,10740,8937,1846,4924,13713,10236,13928,5591,7468,69585,1514,998,2059,926,9210,2220,651,4212,5141,25087,8841,3879,4847
2019,41_CA,145,3694,6814,1622,5178,2543,888,3989,5327,8554,4305,2349,2926,29571,108,3227,5161,1055,3388,1910,635,2018,3343,2801,2617,1576,1732,18763,37,467,1653,567,1790,633,253,1971,1984,5753,1688,773,1194
2019,33_CA,765,11836,13150,4542,12201,18489,917,3676,9172,16525,7648,6189,4282,68357,607,11179,9804,3278,6739,13201,794,1484,6055,4943,4282,4167,1824,41035,158,657,3346,1264,5462,5288,123,2192,3117,11582,3366,2022,2458
2019,24_CA,16134,15872,18301,5141,18764,9257,4076,11505,25787,44346,19164,9726,13398,127153,11790,14487,12665,3774,11221,7321,2524,5383,17401,15471,11546,5630,7940,84318,4344,1385,5636,1367,7543,1936,1552,6122,8386,28875,7618,4096,5458
2019,22_CA,49641,19989,22432,10264,27963,18166,3101,9792,21500,57465,16036,12137,22927,181475,40181,18674,16676,7649,16995,15226,1981,4180,14058,15494,8941,7710,13710,109938,9460,1315,5756,2615,10968,2940,1120,5612,7442,41971,7095,4427,9217
2019,20_CA,8193,6883,10132,4491,10382,6834,1613,6882,10362,29318,6105,4706,10093,67934,6631,6044,7188,3286,6591,5767,1094,3411,6911,9017,3661,2845,5488,48060,1562,839,2944,1205,3791,1067,519,3471,3451,20301,2444,1861,4605
2019,18_CA,24475,37996,80811,14536,39339,20835,14096,21515,83075,84575,32801,18735,21269,298540,18045,35301,55507,10037,22651,16450,9599,10940,53872,25777,18208,10318,11835,195518,6430,2695,25304,4499,16688,4385,4497,10575,29203,58798,14593,8417,9434
2019,13_CA,16649,10004,14469,5022,11957,8693,1002,3483,7352,21719,5251,4988,6957,75794,14609,9330,10788,3624,7260,7177,661,1416,4808,6209,2881,3455,3576,41752,2040,674,3681,1398,4697,1516,341,2067,2544,15510,2370,1533,3381
2019,21_CA,4706,3271,4374,1789,3611,2038,328,1171,3062,6395,2390,2153,1910,23135,3813,2960,3157,1285,2305,1492,153,581,2341,1776,1049,1412,811,14063,893,311,1217,504,1306,546,175,590,721,4619,1341,741,1099
2019,5_CA,19641,29252,39026,12729,35170,23784,5692,19084,33327,77535,21293,15383,25356,213748,16295,26886,28588,9795,21533,19120,3824,8587,21286,22773,11385,9508,14168,143524,3346,2366,10438,2934,13637,4664,1868,10497,12041,54762,9908,5875,11188
2019,19_CA,946,5056,7034,1903,6231,2710,2173,3979,10373,17516,8591,3543,4329,42836,711,4623,5425,1246,3555,2065,1347,1755,6360,6247,4979,1814,2709,31548,235,433,1609,657,2676,645,826,2224,4013,11269,3612,1729,1620
2019,15_CA,358,8118,13856,3923,13820,12134,7529,13852,32219,28537,13993,7086,6924,91741,264,7252,9044,2611,7985,8668,4771,6746,19739,9221,7644,3791,4005,70608,94,866,4812,1312,5835,3466,2758,7106,12480,19316,6349,3295,2919
2019,16_CA,1763,22054,78935,9146,31166,12904,33984,29725,117899,76442,22918,14102,12804,279946,1284,19283,56059,6392,18966,9395,22992,16230,77109,25194,13409,7023,6610,183896,479,2771,22876,2754,12200,3509,10992,13495,40790,51248,9509,7079,6194
2019,17_CA,58,1449,14009,1477,4035,1526,4991,2120,19956,7645,2879,1177,943,39426,36,1238,9636,972,2525,1041,3617,1049,13685,2931,1734,580,382,22839,22,211,4373,505,1510,485,1374,1071,6271,4714,1145,597,561
2019,11_CA,599,11828,22765,6854,30657,16072,26511,37423,104346,59598,32601,13789,13643,211870,399,10396,15032,4035,16204,11606,16646,21144,62335,21074,19819,6411,6769,164816,200,1432,7733,2819,14453,4466,9865,16279,42011,38524,12782,7378,6874
2019,2_CA,10019,25468,32166,11561,34443,14193,9287,25940,47879,63176,25803,16116,19918,194865,8091,22990,22120,8243,20083,11046,5892,13746,29844,19578,13918,8536,10778,141104,1928,2478,10046,3318,14360,3147,3395,12194,18035,43598,11885,7580,9140
2019,12_CA,707,9878,11951,4000,12764,9089,7527,11242,37280,38833,14314,8953,7426,96341,536,9047,7878,2430,7467,6476,4373,6214,23010,13910,7874,4055,3071,77623,171,831,4073,1570,5297,2613,3154,5028,14270,24923,6440,4898,4355
2019,4_CA,7217,18526,22875,6430,20154,14625,3517,13152,23047,52388,14919,9427,20492,130078,5872,17065,16224,4394,12358,11507,2391,5732,14309,17064,7313,5181,10668,96691,1345,1461,6651,2036,7796,3118,1126,7420,8738,35324,7606,4246,9824
2019,9_CA,11272,27023,30009,10367,27867,24904,4505,15552,28569,51590,13490,10908,18349,167111,9365,24688,22056,7848,16761,19778,2956,6060,18435,14576,7080,6853,10655,107294,1907,2335,7953,2519,11106,5126,1549,9492,10134,37014,6410,4055,7694
2019,10_CA,2210,23700,34966,11076,30539,19822,14164,41197,80721,73194,20765,14331,19677,223480,1469,20446,24962,7353,18118,14900,9315,21712,51951,23564,12149,7163,10378,162882,741,3254,10004,3723,12421,4922,4849,19485,28770,49630,8616,7168,9299
2019,8_CA,1070,10357,7573,2608,8760,8101,1966,5809,12981,21855,9063,5122,5644,56710,794,9418,5296,1784,5288,5988,1226,2449,7952,6510,4810,2718,2477,44199,276,939,2277,824,3472,2113,740,3360,5029,15345,4253,2404,3167
2019,14_CA,763,17929,45073,9766,22895,16695,9854,18597,61697,46661,16761,11261,9659,169936,515,16178,30533,6354,12922,13091,6803,8496,41098,12854,9343,6844,4905,117675,248,1751,14540,3412,9973,3604,3051,10101,20599,33807,7418,4417,4754
2019,1_CA,12805,13294,14490,4748,20626,9681,2894,9133,15077,40694,11091,7390,15653,103481,10418,12044,11241,3826,12791,8024,2103,3437,9300,10984,6132,4554,8627,74095,2387,1250,3249,922,7835,1657,791,5696,5777,29710,4959,2836,7026
2019,6_CA,937,16157,10657,5647,20142,13823,3765,15504,24148,37375,11978,8345,21193,105861,750,14820,7676,4394,11442,10663,2787,6664,13917,11778,6161,4858,9951,83810,187,1337,2981,1253,8700,3160,978,8840,10231,25597,5817,3487,11242
2019,7_CA,2056,9343,10579,4335,13787,9907,3027,12377,20067,38107,11141,7532,27682,92057,1586,8482,7500,3244,8861,7720,1841,5894,11801,12293,6232,3806,12797,77883,470,861,3079,1091,4926,2187,1186,6483,8266,25814,4909,3726,14885
2019,1_HI,1636,21115,10584,7255,27899,19275,4712,21781,28517,58053,36492,10789,35825,155393,987,18442,7284,4877,13923,13198,3017,10235,17079,18723,19573,5215,22840,128540,649,2673,3300,2378,13976,6077,1695,11546,11438,39330,16919,5574,12985
2019,2_HI,5267,17723,5254,4945,20805,11382,2756,13918,21556,39105,34853,8430,17983,109306,3517,16084,3573,3529,9142,7472,1604,6334,14023,10403,18584,4267,10774,94671,1750,1639,1681,1416,11663,3910,1152,7584,7533,28702,16269,4163,7209
2019,2_OR,12653,11746,22754,5025,20644,10370,2799,8162,13190,40066,12381,7430,13460,105280,10484,10561,17476,3854,11805,8519,1646,3667,7849,11109,6268,4656,7386,75400,2169,1185,5278,1171,8839,1851,1153,4495,5341,28957,6113,2774,6074
2019,6_OR,12138,27018,55433,12779,36137,15699,5967,26066,44188,72578,19843,12669,24784,214691,9593,24252,41392,9433,21626,11896,3694,12309,27425,21663,11512,6872,13024,150608,2545,2766,14041,3346,14511,3803,2273,13757,16763,50915,8331,5797,11760
2019,5_OR,5749,19692,31420,8913,27120,13263,5114,16752,28898,53408,17075,11318,12382,142968,4192,17803,23553,6605,15502,9873,3113,7270,18184,15051,9118,6285,6419,108136,1557,1889,7867,2308,11618,3390,2001,9482,10714,38357,7957,5033,5963
2019,1_OR,3129,10704,39074,6566,17059,8092,4564,13543,29134,36221,10855,5863,8411,114991,2642,9396,29330,4592,9972,5988,3118,6761,17678,12078,6305,2732,4399,78224,487,1308,9744,1974,7087,2104,1446,6782,11456,24143,4550,3131,4012
2019,3_OR,2874,10152,20446,6698,16332,10057,3464,9896,22088,34011,13324,6626,6977,92865,2329,8847,15107,4954,9461,7453,1698,4587,13369,10804,7372,3736,3148,70080,545,1305,5339,1744,6871,2604,1766,5309,8719,23207,5952,2890,3829
2019,4_OR,5789,10655,21115,5302,19807,8351,2668,9525,15597,42522,12456,6685,9921,96897,4686,9679,16754,4077,11463,6117,1871,3965,9382,13377,6664,3665,5197,73496,1103,976,4361,1225,8344,2234,797,5560,6215,29145,5792,3020,4724
2019,9_WA,1779,25990,53121,16200,46038,29678,12763,26638,75572,75071,31542,15983,16448,250116,1420,23040,37904,10622,26359,22361,8807,13659,48966,22799,17978,7925,8276,176707,359,2950,15217,5578,19679,7317,3956,12979,26606,52272,13564,8058,8172
